"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "13" 0.258203939581818 -0.0277392253910909 -0.125767265890909 -0.296284597454545 0.104470773801818 -0.217210568085454 0.269110850563636 -0.363076883781818 0.224372684858182 -0.838485607818182 -0.839264513854545 -0.90473654 -0.912153951818182 0.793776868727273 -0.350316501636364 -0.192777370078182 0.851338463454545 -0.348067037272727 0.773859142727273 0.454432293363636 0.266561462054545 0.101778683454545 0.0692442067545455 -0.00128009758363637 -0.977588040727273 -0.977522189090909 -0.949315036545455 -0.418862940727273 -0.431280077910909 -0.650655844545454 -0.272525011818182 -0.50126419 -0.211805111745454 -0.546979666909091 -0.0424223239454545 -0.0830866228836363 0.313785135261818 0.225168536370909 0.208816205527273 -0.370169653090909 -0.956521512909091 -0.950542113272727 -0.960016769636363 -0.891274154 -0.927044838363636 -0.949715685454546 -0.10115350174 -0.326339622181818 -0.407885843636364 -0.252064204327273 -0.607881338909091 -0.10115350174 -0.669216383090909 -0.692463921272727 -0.673185749090909 -0.656481354545455 -0.631964902181818 -0.931641988909091 -0.793795683454546 -0.741680170545455 -0.855516944727273 -0.901318559090909 -0.83322884090909 -0.959087115272727 -0.367522800909091 -0.765676782727273
"WALKING_UPSTAIRS" "14" 0.26242106612963 -0.0204388180024074 -0.112279688983333 -0.309396717592593 0.307195533 0.609017879074074 0.153485334055556 -0.229208934796296 0.0710233772444445 -0.802613100370371 -0.856410757777778 -0.91504405925926 -0.879841890555555 0.640994491851852 -0.311567830740741 -0.468080414814815 0.689888181296296 -0.320862542407407 0.719348894074074 0.300650334185185 0.216110898851852 -0.584071270641852 0.0803303022222222 -0.0183131159944444 -0.935582939074074 -0.901706449814815 -0.795726382592593 -0.29486396712963 -0.358022419259259 -0.274488200722222 0.522454216314815 -0.409120160333333 0.564875818162963 -0.468109874444444 0.0123033028592593 0.183719253725926 -0.233321047092593 0.139673004657407 0.0998773843314815 -0.558433187592592 -0.965435242592592 -0.957193563888889 -0.968300221481481 -0.844196925925926 -0.955430700555556 -0.958604620185185 0.140108204051852 -0.0197686685018519 -0.11116762277963 -0.00151053818518519 -0.657946740925926 0.140108204051852 -0.485819293703704 -0.507978963018519 -0.501208838888889 -0.420480438111111 -0.399921949557407 -0.819286253333333 -0.782092277777778 -0.731683883653148 -0.800150194814815 -0.885574684074074 -0.93103448 -0.889823445185185 -0.0759851813333333 -0.511326796666667
"WALKING_UPSTAIRS" "15" 0.270187595833333 -0.0287523860708333 -0.116952464895833 -0.0260971840270833 -0.00406536043541667 -0.379717488104167 0.1045338436625 -0.226161503833333 0.156897785180208 -0.81419137 -0.86018560125 -0.877174601458333 -0.924921808333334 0.86152372375 -0.311314744791667 0.0907463427708333 0.921197290416667 -0.304414649166667 0.720265405208333 0.563151070770833 -0.0133193803125 0.245687422958333 0.07297243298125 -0.00417361847916668 -0.984263806666667 -0.980420022916666 -0.96042792125 -0.100539069633333 -0.289379876704167 -0.732663172708333 -0.523744300833333 -0.346087351958333 -0.477365945208333 -0.432751036875 -0.0908489175291666 -0.368179174375 0.147916521860417 0.247717966879167 0.114304107566667 -0.310238435520833 -0.946676968333333 -0.939329170416667 -0.956718850833333 -0.82334592625 -0.923912276041667 -0.938323910208334 -0.000971394711666667 -0.136552217494583 -0.2435308744375 -0.0711008812225 -0.656750171875 -0.000971394711666667 -0.748954848541667 -0.757525750625 -0.751660271875 -0.686317003541667 -0.663637117708333 -0.947690225625 -0.702290364229167 -0.761273360833334 -0.805332859583333 -0.91818548625 -0.900862066250001 -0.981264208541666 -0.165242147958333 -0.62016009125
"WALKING_UPSTAIRS" "16" 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.397083831568627 -0.163732745078431 -0.129283825721569 0.265315125131373 -0.314429119764706 0.201950704509804 -0.898195799019608 -0.920404103333334 -0.932220121960784 -0.910227665490196 0.772871395882353 -0.0870154478431372 -0.360486427843137 0.833006479411765 -0.0736149127058823 0.776196899607843 -0.0665346747254903 0.387807117921569 -0.0593745968823529 0.0762526677 0.0173729333352941 -0.970673069215686 -0.960072550392157 -0.921976061764706 -0.466616880392157 -0.482409695686274 -0.64001255627451 -0.387309489901961 -0.504065662941176 -0.365025170078431 -0.514291545882353 0.18050696002549 -0.333832766078431 0.221961044003922 0.1260665497 -0.00622572060588236 -0.532041355686275 -0.974888893333333 -0.971129295686274 -0.977365557058823 -0.868949396862745 -0.971346171764706 -0.970834087058823 -0.233990331568627 -0.334795080196079 -0.413823859019608 -0.29323167745098 -0.797806733529412 -0.233990331568627 -0.797293228431373 -0.805980938627451 -0.794215514313725 -0.727248171960784 -0.737705162156863 -0.967366082156863 -0.851454817254902 -0.829408587843137 -0.90399535254902 -0.94314648627451 -0.937795805490197 -0.981871118431373 -0.370649738235294 -0.771863074705882
"WALKING_UPSTAIRS" "17" 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.062952754100625 -0.0131721014395834 -0.230220954239583 0.21473361595 -0.2901140612125 0.207962708791667 -0.835056973125 -0.81820544 -0.88289534875 -0.932784061458333 0.798764367916667 -0.2785712725 -0.286158616041667 0.858325473958334 -0.276910421041667 0.788068386041667 0.337180857072917 0.383297579472917 0.21564620025 0.07680441704375 0.03083565139375 -0.985687153125 -0.975158430208333 -0.944071666875 -0.227641297604167 -0.3499300576875 -0.634075711666667 -0.2778914704375 -0.4360865128125 -0.234402350714583 -0.52090468 -0.163690154395833 -0.2646754278125 0.224234309485417 0.348399980804167 0.0899803956549791 -0.46021044875 -0.935033514791666 -0.933750911458334 -0.943473307916667 -0.863880421666666 -0.921759243333334 -0.92797928875 -0.0128062276916667 -0.1028777303875 -0.170273654020833 -0.132364736145833 -0.742328485625 -0.0128062276916667 -0.68231162875 -0.704157464166667 -0.669799595833333 -0.669108704166667 -0.637367490625 -0.933142342083333 -0.776418041683333 -0.74494769125 -0.856787079583333 -0.907182130833333 -0.931034480208334 -0.956872483541667 -0.150305643291667 -0.588198566458333
"WALKING_UPSTAIRS" "18" 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.380168286724138 -0.211155120224138 -0.31437339137931 0.115631049689655 -0.255909795437931 0.130707639586207 -0.910442215689655 -0.92540845 -0.953138163793103 -0.91068254224138 0.822735074655173 -0.318592390517241 -0.0892976859827586 0.890189234655173 -0.302392529655172 0.794288961724138 0.423361323741379 0.0828338510344828 0.108705820637931 0.0812402028517242 0.0211654691775862 -0.988558955517241 -0.985141310344827 -0.972008167068965 -0.582308666551724 -0.57074642637931 -0.777444055344827 -0.466022431206896 -0.588254867586207 -0.433922212068965 -0.596869527586207 0.0624408746137931 -0.341236236034483 0.215628543672414 0.293383848948276 0.241562559462069 -0.40327348037931 -0.977441710344827 -0.974977079827586 -0.971414720517241 -0.904942437068965 -0.96674117362069 -0.974170941724138 -0.279146312758621 -0.37184157 -0.483734425 -0.315108004827586 -0.725747791034483 -0.279146312758621 -0.835525127931035 -0.843571566034483 -0.834123265172414 -0.763578690172414 -0.781652689310345 -0.977658441379311 -0.865079973275862 -0.799300120344828 -0.920344611551724 -0.956782287241379 -0.873959571551725 -0.989937405172413 -0.436561064482759 -0.797129967931035
"WALKING_UPSTAIRS" "19" 0.242118808925 -0.0303986615775 -0.151054607725 -0.1287420952375 0.176349922525 -0.1904685504575 0.3112622978 -0.2100743665 0.2027375583275 -0.622166873 -0.729416017 -0.66311907675 -0.8382930835 0.78623341975 -0.37264512175 -0.18756988908 0.8258143915 -0.38059002825 0.60854383825 0.553283784565 0.492181027375 0.252049179825 0.08315450836225 0.056818586275 -0.8913907825 -0.89845684175 -0.8420016635 0.04109103445 0.0123801592375 -0.392903890755 -0.207498123525 -0.2957274183675 -0.110117174875 -0.41889163275 -0.39158069621575 -0.0924035027500001 0.0972661588725 0.184100516725 0.14212057755 -0.224305353225 -0.79949219925 -0.80403489775 -0.92854200075 -0.83950116875 -0.62882713225 -0.781179337 0.01738119347275 -0.177666828025 -0.24991182615 -0.14950705925 -0.67157738575 0.01738119347275 -0.50740029025 -0.52140003975 -0.53794688425 -0.4274218988 -0.372790526575 -0.8088672215 -0.7102997555 -0.654682984275 -0.62874563364495 -0.83462503675 -0.8982758625 -0.87626984725 -0.07962876322 -0.65210246
"WALKING_UPSTAIRS" "20" 0.252098317156863 -0.0282258047588235 -0.121023947784314 -0.116088676011765 0.15219632835098 -0.229249455098039 0.0564371069607843 -0.348849348111765 0.226897829956863 -0.801295221960785 -0.768517281960784 -0.858634154117647 -0.90617001 0.72898204 -0.470842010980392 -0.115201449529412 0.777325894117647 -0.467002410588235 0.469473135686274 0.631173875960784 0.283082768843137 0.412147474784314 0.0836451256901961 0.00659982629803922 -0.963321477058824 -0.957508466078432 -0.909091108627451 -0.152523651892157 -0.266711953235294 -0.503158106078431 0.095476833245098 -0.391857218627451 0.184119332796079 -0.509138523921569 -0.280605445309804 0.28298120172549 0.122902679352941 0.125482686213726 -0.136371515570588 -0.450945660980392 -0.936728007058824 -0.92377937627451 -0.963337474509804 -0.870520209607843 -0.883170531960784 -0.925093764313725 0.00872502461176471 -0.198269718823529 -0.284880256705882 -0.112769775431373 -0.56297162254902 0.00872502461176471 -0.455396068627451 -0.491475837843137 -0.442826731568627 -0.520183526470588 -0.37192841627451 -0.805675450392157 -0.747110372 -0.708591004705882 -0.844537816470588 -0.88171623 -0.797160245294117 -0.885138764705882 -0.205009295196078 -0.669245311176471
"WALKING_UPSTAIRS" "21" 0.265194544680851 -0.0237218695148936 -0.125414265340426 -0.240808282276596 0.109787469104255 -0.219707928574468 0.397469917446809 -0.154399808431915 0.136337720829787 -0.69555111893617 -0.769337736382979 -0.767912340212766 -0.934572744893617 0.729679650212766 -0.430351042553192 -0.298843734893617 0.783996290425532 -0.417023695531915 0.673988724680851 0.489450205896808 0.244677961617021 0.0252121335138298 0.104034223065957 -0.0156290073042553 -0.961507298723404 -0.961644885744681 -0.911006210851064 -0.283421367680851 -0.306860383468085 -0.556470235744681 0.0130916351042553 -0.498183815319149 0.0517155421740426 -0.536115025531915 -0.105585556855319 -0.0802275389574468 0.0418367543653192 0.260128516185106 0.176289198321277 -0.420677265957447 -0.903951262553192 -0.92393053893617 -0.971008885531915 -0.889844140212766 -0.906170215744681 -0.90242912106383 -0.0810453188106383 -0.278474283829787 -0.347712342553192 -0.187276193640425 -0.726582341914894 -0.0810453188106383 -0.647723419148936 -0.66625269319149 -0.663691797446809 -0.665462177446808 -0.577935642978723 -0.913113758085106 -0.789905695744681 -0.634980113446808 -0.64920538593617 -0.825606156170213 -0.926632425744681 -0.948743799148936 -0.257894449148936 -0.732832065319149
"WALKING_UPSTAIRS" "22" 0.248391534566667 -0.0268622561133333 -0.117550861738095 0.0835738640921429 0.250067523738095 -0.109613216345238 0.379663701904762 -0.134451869476191 0.131685228586905 -0.622490407642857 -0.753424055238095 -0.674475391904762 -0.913951145714286 0.837434066904762 -0.336274252142857 -0.0836564467144666 0.889650050714286 -0.321801225 0.717508391666667 0.50254206647619 0.459411931738095 0.310171004922857 0.0877172239047619 0.0367082966285714 -0.900430091904762 -0.92113595452381 -0.825641260238095 0.105318205152381 -0.166787962142857 -0.543755992142857 -0.222431794690476 -0.226827757266667 -0.157758060642857 -0.307026125928571 -0.182202410285714 -0.165781681071429 0.0616298908135714 0.198070703330952 0.0889045217380953 -0.109851639738095 -0.860444121666667 -0.837495470952381 -0.925234755714286 -0.760170732380952 -0.735740132619048 -0.837066369047619 0.210282608333333 -0.158757474833333 -0.286025359761905 0.0576230050642857 -0.610365149761905 0.210282608333333 -0.675633024285714 -0.681679468571429 -0.701830866428571 -0.544917099357143 -0.568111869047619 -0.914281078333333 -0.629371883357143 -0.666718128571429 -0.528177641309524 -0.805166352380952 -0.906403940714286 -0.967900432380952 -0.0866905123880952 -0.638358758809524
"WALKING_UPSTAIRS" "23" 0.249995171031373 -0.0323844029237255 -0.126890616782353 -0.243887818513726 0.0448435785868627 0.10080118935098 0.329039956862745 -0.210092328588235 0.145615505196078 -0.806157835882353 -0.834579666078431 -0.836295459803922 -0.903838716078431 0.794108506078431 -0.208987442156863 -0.337418695490196 0.842484648235294 -0.209805287647059 0.72493128117647 0.449124085607843 0.407580648098039 0.135852650803922 0.0723649984647059 0.039986286827451 -0.905132629215686 -0.930478772352942 -0.867600810196078 -0.320442911843137 -0.327871919137255 -0.365330605686274 -0.0822521122215687 -0.487753558823529 -0.0317301153392157 -0.564137262352941 -0.253482412913922 -0.224966015403922 0.219310715862745 0.338493134858824 0.192211454168627 -0.399898325098039 -0.899434434509804 -0.916102119019608 -0.952404114901961 -0.892908905882353 -0.910553802941176 -0.896109572156862 -0.0117536873784314 -0.271893714117647 -0.337498132019608 -0.202271762890196 -0.594916712352941 -0.0117536873784314 -0.551275188627451 -0.584415234901961 -0.535484319215687 -0.568450679411765 -0.504367150588235 -0.876196119215686 -0.794011111764706 -0.662095702235294 -0.813350250588235 -0.874147810980392 -0.929682215294118 -0.897424374313726 -0.231382662235294 -0.726848506666667
"WALKING_UPSTAIRS" "24" 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.344399351355932 -0.116804488966102 -0.255601012881356 0.113321429608475 -0.278344752423729 0.134547220598305 -0.891861693559322 -0.889809401186441 -0.93718218440678 -0.937678469491526 0.845875757966101 -0.233220151355932 -0.218348870338983 0.913053907118644 -0.231848318813559 0.455335343898305 0.538414803330509 0.0732069349830509 -0.281637458549153 0.0862310100338983 -0.0150816047830508 -0.946015252711864 -0.962599936779661 -0.931599128305085 -0.477847820677966 -0.531318077627119 -0.589599251186441 -0.311996408983051 -0.534722888474576 -0.27459628379661 -0.58343337440678 -0.155094627135593 -0.326850728644068 0.125237084828305 0.323490342118644 0.144217917184407 -0.496508454067797 -0.956132538644068 -0.958397612372881 -0.968752130508474 -0.908276226271186 -0.92972232 -0.952644756440678 -0.226402822033898 -0.30685447 -0.409410094745763 -0.259403869355932 -0.691393469830508 -0.226402822033898 -0.638180352881356 -0.67893837338983 -0.63720738220339 -0.763551801186441 -0.658751629152542 -0.934647033559322 -0.809695199661017 -0.800819210338983 -0.911476428644068 -0.943134412542373 -0.932203387118645 -0.950637894745762 -0.322300989322034 -0.75359120559322
"WALKING_UPSTAIRS" "25" 0.277995411384615 -0.0269863524264615 -0.126210440292308 -0.459775646153846 -0.223086808769231 -0.296523975076923 0.270427041409231 -0.324348600349231 0.152287317230769 -0.934191721230769 -0.935195250461538 -0.965948193692308 -0.884530024461539 0.870712802153846 -0.219198928923077 0.128113081973846 0.929961960307692 -0.208879805076923 0.774557965846154 0.6606427052 -0.563068605355385 -0.358456032261538 0.0740041435707693 0.00925514041553846 -0.993745224 -0.991644321538462 -0.985392384769231 -0.669780298307692 -0.629317208153846 -0.803097156923077 -0.601112612153846 -0.443544432261538 -0.564195608923077 -0.501756019938461 -0.0693565212153846 -0.423775064923077 0.146429577675385 0.273584976615385 0.232970834060462 -0.460617537384615 -0.967689662307692 -0.959085167230769 -0.95862644 -0.851149991846154 -0.962922633230769 -0.960938016307692 -0.305772199076923 -0.480006649846154 -0.565450038615385 -0.410264969230769 -0.699285900307692 -0.305772199076923 -0.824883302769231 -0.831491377076923 -0.831069925846154 -0.800605062615385 -0.777106026615385 -0.975857096153846 -0.889350153538462 -0.855863594769231 -0.948990809692308 -0.970422478769231 -0.938461536461539 -0.992166752307692 -0.527907561538461 -0.859182962615385
"WALKING_UPSTAIRS" "26" 0.272691394545455 -0.0281633797398182 -0.121943461236364 -0.169006952418182 -0.0491726302763636 -0.404596936545455 0.241369292709091 -0.279172918454546 0.182482072153818 -0.870614951636364 -0.889532704181818 -0.906704156 -0.931229423272728 0.881325843454546 -0.247132571454545 0.00780052157709091 0.947724423272727 -0.232454362363636 0.667625917272727 0.347384533763636 0.10590449944 0.0480866870909091 0.0755645318545455 0.00209171684890909 -0.971780767636363 -0.969702137454546 -0.955583680727273 -0.249911715438182 -0.477594185090909 -0.668968221272727 -0.362052183090909 -0.495315674 -0.3090880546 -0.557906504727272 -0.220155537654545 -0.329218638545455 0.0771793957454546 0.388253962545454 0.0158801320018182 -0.31807632198 -0.87456393 -0.897405610363636 -0.974805008363637 -0.899714274909091 -0.882822442363636 -0.871252026545455 -0.142874499381818 -0.1507071068 -0.244354375272727 -0.0562405780763637 -0.781295794181818 -0.142874499381818 -0.661829656545454 -0.697940063090909 -0.674645825636363 -0.678597654727273 -0.648099850181818 -0.934831143818182 -0.718776028509091 -0.771656129 -0.866163437272727 -0.918633245636364 -0.93103448 -0.968826155636364 -0.167566383372727 -0.632130597272727
"WALKING_UPSTAIRS" "27" 0.265770253921569 -0.0200953324078431 -0.123530438196078 -0.295439547254902 -0.0950104077 -0.23070787672549 0.248059117588235 -0.232993017333333 0.164148150188235 -0.869070000196078 -0.90818584372549 -0.903131234705883 -0.927646556470588 0.810573229019608 -0.234305979803922 -0.282763865568627 0.874267345490197 -0.216152765490196 0.783619813529412 0.14361244045098 0.240676026876471 -0.208349135215686 0.0734763532039216 -0.0140229374470588 -0.970287654901961 -0.970719682352941 -0.943156420392157 -0.450729295686275 -0.48825990745098 -0.674432763333333 -0.183508696647059 -0.551488407647059 -0.169960785215686 -0.567410134705882 0.0546808286313726 -0.220218500137255 0.344869415607843 0.379579162333333 0.178528586790588 -0.415457098039216 -0.966409944313726 -0.961393034509804 -0.969568944509804 -0.889882556470588 -0.95340317745098 -0.960990473921569 -0.160589355980392 -0.37994878627451 -0.475149593333333 -0.257753036941176 -0.687753604117647 -0.160589355980392 -0.724671165490196 -0.743560228823529 -0.734487834313726 -0.716709610196078 -0.699895090784314 -0.953729702352942 -0.845439185882353 -0.82229533372549 -0.862661954901961 -0.924001814509804 -0.93103448 -0.973541305294118 -0.393928937058824 -0.802417439019608
"WALKING_UPSTAIRS" "28" 0.262005841764706 -0.0279443943478431 -0.121514025692157 -0.242062430294118 -0.146753877035294 -0.28598691372549 0.218430506 -0.229099372403922 0.188492262384314 -0.846949525098039 -0.882413822941177 -0.857449226666667 -0.902089419411765 0.800429030392157 -0.329338412352941 -0.246563613137255 0.85649378745098 -0.322990733333333 0.711352728627451 0.57425542 0.123520078588235 -0.173093804180392 0.0706831871117647 0.0222985408245098 -0.965283344313725 -0.961025860196078 -0.919609164509804 -0.320129699601961 -0.396570944901961 -0.647914282941176 -0.22624337505098 -0.447767677607843 -0.189306812833333 -0.525976760196078 -0.158534123039216 -0.220194653431373 0.147931334368627 0.299231736686275 0.198522851647059 -0.33795254454902 -0.921417665490196 -0.926601912549019 -0.965930688235294 -0.884679253333333 -0.889711562352941 -0.915627473529412 -0.186240503960784 -0.211928666470588 -0.339106989803922 -0.119601115031373 -0.738919701764706 -0.186240503960784 -0.670132120784314 -0.687249359803922 -0.677582692745098 -0.665305044313725 -0.620279797647059 -0.927948423137255 -0.766754324509804 -0.732777061215686 -0.831374726470588 -0.90568501372549 -0.93103448 -0.969749759411765 -0.213519364760784 -0.6821677
"WALKING_UPSTAIRS" "29" 0.265423066877551 -0.0299465312326531 -0.118000587840816 -0.0867715569693878 -0.122128287642857 0.0995443502346939 0.193373480810204 -0.205247878265306 0.13348741555 -0.843642098163266 -0.865096755918367 -0.885814634489796 -0.861804903673469 0.871160162448979 -0.225344077346939 0.0687997585102041 0.932500797551021 -0.21873006 0.841957144081633 0.503418968116326 -0.213160099469388 0.391170713326531 0.106345193353878 -0.000689019191836737 -0.978190323265306 -0.969835795510204 -0.944383643877551 -0.251442125122449 -0.346005518163265 -0.654347617346939 -0.444153056530612 -0.231560718918367 -0.37481514122449 -0.369966313326531 -0.172693453167347 -0.294958743469388 -0.159715416853061 0.276471243183673 0.389268582244898 -0.312967647183673 -0.923523585510204 -0.914517785714286 -0.94235474244898 -0.736889645510204 -0.917762255918367 -0.912166967959184 0.00834360271428571 -0.0414696051693877 -0.185963949632653 0.00966204504 -0.686544878367347 0.00834360271428571 -0.712846318367347 -0.719944160612245 -0.736268796938775 -0.635697767959184 -0.617340803061225 -0.932965538163266 -0.755409001489796 -0.79243760122449 -0.849913095918367 -0.918472107755102 -0.880365937142857 -0.98535185367347 -0.108306402963265 -0.532186605102041
"WALKING_UPSTAIRS" "30" 0.271415642261539 -0.0253311698786154 -0.124697493775385 -0.350504475230769 -0.127311157607692 0.0249468034966154 0.140330553733846 -0.336484919149231 0.213182463938462 -0.905113475384615 -0.911221605692308 -0.940356094 -0.866062238 0.874737152 -0.222366294307692 0.00214496945413846 0.934564384769231 -0.223189569692308 0.826617772 0.747148132061539 -0.493000511015385 -0.509768348523077 0.0579840372876923 -0.00358719228769231 -0.988943634615385 -0.985912029692308 -0.969569261230769 -0.560173688 -0.614297523076923 -0.731241446461538 -0.253427074984615 -0.471026299116923 -0.211573579892308 -0.507126274826154 0.0278406241246154 -0.242040035692308 -0.196297439890769 0.490166057692308 0.338206090584615 -0.655293843230769 -0.960215786923077 -0.949245093538462 -0.937804324307692 -0.854501324153846 -0.966713022923077 -0.951749011846154 -0.137627857227385 -0.327410815861539 -0.435630037692308 -0.222201010045015 -0.597325655538462 -0.137627857227385 -0.774439096769231 -0.787211554153846 -0.784018727384616 -0.752497327230769 -0.718780256769231 -0.961096964769231 -0.816004214769231 -0.829076540615385 -0.920359870923077 -0.964177703846153 -0.88116711 -0.984778914 -0.400588353846154 -0.762435633384616
"WALKING_DOWNSTAIRS" "1" 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 -0.230434213204082 0.276300963816327 -0.121436208734694 0.155332861145102 -0.712886524714286 -0.775069688163265 -0.732934353061224 -0.897914718979592 0.875865664081633 -0.269610437346939 -0.0464827635716327 0.935563321428572 -0.255517232653061 0.255841586905918 0.229494336061224 -0.297445343530612 0.10130462455102 0.0541553164897959 0.0296504490408163 -0.811151292040816 -0.880903908979592 -0.764690779591837 0.0339294962795918 -0.252341183326531 -0.344428293469388 -0.238443565306122 -0.396068038040817 -0.124702454242857 -0.476414813367347 -0.176474683371429 -0.167095431938776 0.18670197882449 0.363120908163265 0.115505932211633 -0.255677829183673 -0.915838349795918 -0.908392673673469 -0.93360946877551 -0.838335205510204 -0.851113799387755 -0.904344151020408 0.0271882914106122 0.0198843506265306 -0.100138189163265 0.0705248087877551 -0.686448479795918 0.0271882914106122 -0.306510645530612 -0.371624305102041 -0.281520139204082 -0.446797332367347 -0.295463843346939 -0.735710160408163 -0.708681209795919 -0.736660075081633 -0.682500570408163 -0.830723954489796 -0.752287122244898 -0.769576615714286 0.0965845343040816 -0.469999098571428
"WALKING_DOWNSTAIRS" "2" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446809 0.262881788951064 -0.10283790806383 0.249360961795745 -0.111592149367021 0.123361148080851 -0.538669633574468 -0.67997346893617 -0.616025475744681 -0.93234193574468 0.809803481276596 -0.327251132978723 -0.0369105076489362 0.864411659361702 -0.31218046106383 0.408117656297872 0.372638460382979 0.0255011033191489 0.0451822640425532 0.110040615569574 -0.00327959081489362 -0.893171546808511 -0.869308986170213 -0.778284905319149 -0.00360533602765957 -0.101862904642553 -0.418661031787234 -0.422987665106383 -0.253289150940425 -0.279418388042553 -0.326008600425532 -0.167270664240426 -0.147050799570213 0.284113106958511 0.305879877306383 0.133917368143 -0.0266002124510638 -0.71758226687234 -0.796158707021276 -0.930503927659574 -0.773153808085106 -0.677769981276596 -0.72117878212766 0.0899511204978723 0.215586334889362 0.00163716701340425 0.301383105659574 -0.597836071914893 0.0899511204978723 -0.343187875404255 -0.402210274542553 -0.340174989935745 -0.535360485319149 -0.410872671489361 -0.787548358085106 -0.656291816085106 -0.65084522512766 -0.471360726823404 -0.738722676382979 -0.735876742531915 -0.87544976106383 0.293424826591489 -0.249894305246808
"WALKING_DOWNSTAIRS" "3" 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.0331503723387755 -0.362240245489796 0.211645312097959 -0.165453346653061 0.206349488714286 -0.742341010273469 -0.779124175510204 -0.719301573877551 -0.901091650816327 0.883780598367347 -0.235724191020408 -0.0878842761428572 0.94324617122449 -0.216421141836735 0.478449738367347 -0.0691188138163265 -0.00765750530612244 0.203033647387755 0.0725689294489796 0.0109707769183674 -0.947792143877551 -0.951556716530612 -0.922965378571429 -0.183227111866735 -0.200506580816327 -0.534749175306122 -0.548164313265306 -0.173428608367347 -0.44230776755102 -0.284280552510204 -0.157465362061224 -0.191543773326531 0.297469299571429 0.23799098325102 0.205600470591837 -0.16105148522449 -0.874438149387755 -0.891452341428571 -0.936799949183673 -0.713802746122449 -0.680275066 -0.868740634897959 -0.0628126118283673 -0.0411340078469388 -0.205924529081633 0.0790505665265306 -0.63285269755102 -0.0628126118283673 -0.583919211020408 -0.594102885510204 -0.615068085102041 -0.59943661755102 -0.508567577142857 -0.881607663265306 -0.743757725918367 -0.737285516938776 -0.707607544387755 -0.83747168 -0.573539760612245 -0.965215046530612 0.0289413195612245 -0.527268710346939
